,Groserias,Vulgar,Agresivo,Ofensivo
1439,"📢 || Bajo el liderazgo de su Secretario General, @LeobardoSoto, las y los compañeros cetemistas poblanos, con el 98.16% de votos a favor, legitimaron su contrato colectivo de trabajo de la industria ferretera - metalmecánica en #Puebla. #LaRedCincoRadio https://t.co/5EuejHL5wI",0,0,0
1440,"@fernandeznorona @NachoRgz Jajajajaja y lo mejor es que te van a ofrecer la #CDMX para que te quedes como el perro de las dos tortas, pierdes en las elecciones de la CDMX y @lopezobrador_ te saca de la presidencial. Pero tú sigue de LAMECULOS, al fin que ni el merolico imbéc1l del palacio te quiere.",1,1,1
1441,@Mike_Oviedo Imbécil y lameculos...peligrosa combinación...,1,1,1
1442,"@Apapell Papell me va a perdonar, pero usted es tonto del culo. Además de lameculos, no ver la ruina que nos a traido su ídolo es de mamandurrias supino.",1,1,1
1443,"@sanchezcastejon Gracias a ellos no nos hemos enterado de nada, cincuenta lameculos para blanquearte tu mala gestión, que nos has arruinado la vida alos trabajadores.",1,0,1
1444,"@maevedeconacht @Augasazuis Lo que asegure la Moncloa, lo jure y perjure, me lo paso yo por el forro. Los payasos son los que se prestan a estas imbecilidades de un psicópata y prestan su imagen, que debería servir para algo positivo. Lameculos de bajo nivel, coste: bocata de mortadela y cerveza.",1,1,1
1445,@sars44372074 pinché gente toda pendeja estupida nalgasaguadas lameculos,1,1,1
1446,"@HectorAtarrabia Señor, ya está usted muy mayor para estar de lameculos. Tantita dignidad tenga.",1,1,1
1447,"@SocCivilMx Los lameculos del PRIAN ahora disfrazados de ""Sociedad Civil"" 😂😅",1,0,1
1448,Cuenta la leyenda de que si hablas mal de Telmex va a venir uno de sus lameculos a preguntar cuál es el problema y hacer como que lo arreglan cuando en secreto lo empeoran a propósito.,1,0,1
1449,"Tanto el cuche ""Alex umanzor"" y Luis rivas ""comisionado"" son dos simples lameculos, bocones que sirven en un papel mediocre innecesario ladrando por beneficios ajenos de los verdaderos terroristas políticos empresariales  nacionales e internacionales",1,1,1
1450,"@eltemaguillev En lo único  en lo que le gana el cacas. Das penas, arrastrado lameculos. https://t.co/twVXizQFcJ",1,1,1
1451,@Claudiashein @GN_MEXICO_ @SEDENAmx Oye asesina #Linea12NoSeOlvida si sabes que llevan récord de asesinatos y desaparecidos con lo política del paranoico @lopezobrador_ no eres más que una titere lameculos,1,1,1
1452,@_VicenteSerrano @lopezobrador_ @CarlosLoret @RloretdeM1 Pero mi hijo mejor tú calladito güey porque tú eres un vil palero la miss con lamesuelas lameculos la mezclo tos de Andrés Manuel López Obrador simpatizante más no morir de la cuarta transformación Y peor Aún eres más chillón que nada,1,1,1
1453,Sánchez y los 50 lameculos.  Próximamente en sus pantallas https://t.co/tseOUn4ZRK,0,0,0
1454,"@deniseramosm Está deschavetado total.
En verdad hay que ser lacayo y lameculos para aguantar a ese señor todos los días.",1,0,1
1455,@ArturoZaldivarL Sinvergüenza lameculos! Vas a pagar tú complicidad en la devastación de México.,1,1,1
1456,@dinosafie Par de lameculos,1,0,1
1457,"@FreddyOliviery Gente como ella es lo que necesitamos no lameculos como tu chairo pendejo, ella piensa en el pais y no ganancia personal pero tu como solovino pendejo sin cerebro no entiendes, pero tu pension de pendejo esta buenisima sanguijuela https://t.co/LL1IQnIwh6",1,1,1
1458,"@Vicente73977721 Hablas una cantidad de pinga!! Es pura diarrea liquida lo que sale se tu boca! Hay clarias fanaticas, imbeciles, lameculos, y luego viene la claria Vicente",1,1,1
1459,"@__VaderGT Y vos sabes que no es así.  pero...total. Ah, no se te olvide que a todo coche le llega su sábado y eso incluye lameculos.",1,0,1
1460,@rollfreeEC @marquiho46 @fabriciovelav Ese man es muy lameculos de cualquiera que entreviste.,1,0,1
1461,@Angelic18840125 Que bonita tu de lameculos. Haga lo que haga su Mesías le aplauden a lo pendejo.,1,0,1
1462,"@DamianAIcazar Oye güey, no te cansas de ser tan lameculos?

A mi la neta me daría penita.",1,1,1
1463,"https://t.co/tCvUi7HEk6 

Mientras los lameculos terenDEJOS GORGOJOS siguen con la misma agenda basura",1,1,1
1464,"@hispaniaenlucha @NunezFeijoo @sanchezcastejon Eres un poco cretino, Bahamonde. Salvo que tengas algún puesto de los de a dedo, entonces eres un lameculos",1,1,1
1465,@jarizabaletaf Jajajaja le quedo ardiendo el jopo a este lameculos jajajjajajaa,1,1,1
1466,@alvaro_delgado @JLozanoA @martibatres @YouTube @FelipeCalderon @fgcabezadevaca Jajajajajaja @JLozanoA es un lameculos,1,0,1
1467,"@FadlalaAkabani @VicenteFoxQue @FelipeCalderon @lopezobrador_ Das pena, patético viejo lameculos del corrupto Amlo https://t.co/iHKZDNHKX9",1,1,1
1468,"@tntsportsmex @ClubAmerica @TigresOficial Clasico de los Lameculos
Ft Alvaro Morales y Aldo Farias",1,0,1
1469,"Si ven que no son los tragos? son así, groseros, explosivos, en vez de aplicar la decencia, no, muestran lo que son unos atarvanes! Y a los dos minutos hablan de “paz total” de “cambio” y “del pacto por la vida, un senador refiriéndose con estas expresiones “lameculos” no sirve https://t.co/q41vwBHOap",0,0,0
1470,"@AldumarForeroO @GustavoBolivar @jarizabaletaf Decirle lameculos como a usted no es persecución, es simplemente decirle a las cosas por su nombre. Lameculos!",1,0,1
1471,@JohnKevPotosi @calanchin777 @GustavoBolivar @jarizabaletaf Además está visto que incluso personas con un acceso ilimitado a educación como el senador guarchernas @AlexFlorezH prefieren no terminar sus estudios si no dedicarse al alcohol y el señor @GustavoBolivar prefieren llamar lameculos antes de argumentar,0,0,0
1472,"Total apoyo a @GustavoBolivar, duro con el lameculos de Arizabaleta y la banda similar a el porque hay que decirles la verdad en la cara aunque falsos moralistas les parezca grave decirle que es un TPH. https://t.co/akXONLkeLY",1,1,1
1473,"@calanchin777 @JohnKevPotosi @GustavoBolivar ""Lameculos"" palabra popular del senador hacia @jarizabaletaf que se retracte ! 

Pida disculpas senador o podemos llamar asi a todo el que nos disguste. 

Senador pida disculpas, eso construye más paz que un mal proceso con la JEP",0,0,0
1474,"La encuesta de favorabilidad de @petrogustavo es igual de mentirosa a la disculpa de @AlexFlorezH y a la moralidad de la que habla @GustavoBolivar llamando a sus contradictores ""lameculos"" 
Falta la encuesta de favorabilidad de la ministra Irene #circoPetrista",0,0,0
1475,"@GustavoBolivar Y se hace llamar H.SENADOR?
Mejor lameculos 
Y no 🅴🆂🆃🅰🅵🅰🅳🅾🆁 ​ 
Una pregunta
Se acuerda la última vez que estuvo en TAGANGA
se la dejo ahí",1,0,1
1476,Si el señor @GustavoBolivar llama HP a @Danielbricen y lameculos a @jarizabaletaf cómo podríamos decirle a él? Nos está autorizando para arremeter vulgarmente contra todo aquel que nos contradice?,1,0,1
1477,@marco_caldono Pilas y va y lo llama lameculos!,1,0,1
1478,@humbertg2019 @GlodeJo07 Jajajajajajjaaj pobre pendejo lameculos,1,0,1
1479,"@ghitis Ahhh, ahora es culpa de Gustavo que ese lameculos tenga una familia narcotraficante?.",1,0,1
1480,@Enrique_GomezM Lameculos #2 ¿quieres ser el #1 ?,1,1,1
1481,@jarizabaletaf Lameculos,1,0,1
1482,@KevinCTriana @PGN_COL @jarizabaletaf Pero si decirle lameculos no es una ofensa! Al contrario es la forma más acertada de decirle a ese hpta!,1,1,1
1483,@revistapolemon @lopezobrador_ Obviamente en lugar de legisladores los de @PartidoMorenaMx son una bola de LAMECULOS igual que tú. https://t.co/PF7eodMNVu,1,0,1
1484,"@SirJabo @RicardoBSalinas Tu cállate pince bot mal pagado que a leguas se nota que eres lameculos, deja que Don Richie pendejie a la tripona y le saque sus trapotes al sol.",1,1,1
1485,@dona_pily2 Viniendo de este lameculos rodeado y criado en medio de traquetos hay que tener cuidado.,1,0,1
1486,"@callodehacha No fue la oposición, fue una encuesta ped0rra de otro lameculos comecuandohay como tú.",1,1,1
1487,"@mbrdelcielo @GustavoBolivar @jarizabaletaf No puedo ver nada me tiene bloqueado el lameculos, que escribiría?.",1,0,1
1488,@DanielaFajardoD Ese no es un activista! En un hpta lameculos simple y llanamente.,1,1,1
1489,@GustavoBolivar Con esa colita yo le digo quien es el lameculos.,1,0,1
1490,"¿Qué putas le admiran a ese tremendo inútil, parásito, arrogante y prepotente?
Gente culebra, mierda, lameculos... https://t.co/oQUJxlUOpk",1,1,1
1491,"@epigmenioibarra Eso y más mereces por lameculos epi. Pero, bueno, ¿Quién resiste un cañonazo de $150 mdp? ¿Los intereses los pagas arrastrándote?",1,1,1
1492,@JuanGuiGallegoG @FaisalBorelly @GustavoBolivar Lameculos dice. https://t.co/ySKexlJJkE,1,0,1
1493,"Sr. lameculos, aprende a leer. Son las demandas de los jóvenes. El General quedó de socializarlas con el mindefensa y el pte Petro para empezar un diálogo.     El churrias cerdo senador.",1,1,1
1494,"@_VicenteSerrano Ay mijo el problema no que hayas estudiado en un CEBTIS, sino que trabajas en algo en la wue no tienes ni una puta idea y además solo eres un vil lambiscon lamehuevos, lameculos que solo quieres llamar la atención.",1,1,1
1495,"@jarizabaletaf Jaime siempre serás lameculos, entre más rápido lo aceptes mejor.",1,0,1
1496,"@FaustoGuerrer19 @lopezobrador_ @LuisaAlcalde @mileniotv Eso te pasó por tibio lameculos, amarillo, socialdemócrata y charro.",1,1,1
1497,@FCristales Después que era LAMECULOS DE BUKELE ahora lo critica jaaa ya no lendieron un weso,1,0,1
1498,@jarizabaletaf Señor lameculos que es diferente,1,0,1
1499,@GustavoBolivar Que va prestado  será que el gobierno  indolente que usted apoya no tiene rabo  de paja ... lameculos!!,1,0,1
1500,@alexmucci_ La belleza echa mujer,0,0,0
1501,"Que caro es ser mujer, faciales, depilación, uñas, etccc🥲",0,0,0
1502,Tengo ganas de ver un tuit de una mujer bonita con un mensaje donde ya dejo atrás todos sus fantasmas y hoy es mas fuerte que nunca,0,0,0
1503,"Mujer se corta la frente al subir a su auto, en Tizimín https://t.co/P5uye38tbj",0,0,0
1504,"Mujer es atacada a balasos en una cevicheria de la zona 7 colonia landivar.
https://t.co/HGJ6X1VaQQ",0,0,0
1505,"@Anaro74 @PacooGarcia @LaloSalamanca66 La frase que genera terror cuando te la dice una mujer: “tenemos que hablar” 😧 
Más cuando viene de una mujer inteligente como tú",0,0,0
1506,"22. Iggy Azalea (1166 mins, 407)
Amo a esa mujer, conocí su música por allá en 2014 cuando Fancy sonaba mucho en la radio y a día de hoy sigue siendo mi rapera favorita. Ahora está algo infravalorada pero yo la sigo amando :(

Fav song: Work &amp; Switch https://t.co/eDjFe8wUh9",0,0,0
1507,@absurdistan_ Awebo que una mujer como @CitlaHM se va a defender y defenderá a sus compañeras mujeres que intenten Agredirlas como la golpista FakeMinista y espía de la DEA de @DeniseDresserG,0,0,0
1508,VIRAL: Mujer Embarazada con Cáncer Terminal da a Luz y ocurre el Milagro https://t.co/EBBMZN8Z6q ✝️,0,0,0
1509,@NachoRgz La fidelidad de tu mujer y la paternidad de tus hijos también huele a fake y sin embargo sigues ahi,0,0,1
1510,Aquí no vengas a tronar los dedos @DeniseDresserG ¡Serénate mujer! https://t.co/DMeKcwDY13,0,0,0
1511,"Todos buscan ahora a una mujer que escuche Santa Grifa, yo busco una mujer que se vista en vestido to y sea toda fresa.",0,0,0
1512,"🇬🇧 La conservadora Liz Truss de 47 años asume como Primera Ministra del Reino Unido al imponerse sobre Rishi Sunak, en una votación dentro del Partido Conservador.

Sería la tercera mujer en liderar el país y la cuarta primera ministra en solo seis años.",0,0,0
1513,@CanalAntigua ES una caradura sinvergüenza esa mujer!,0,0,1
1514,"Y así te recordaré, cómo la chica del Fiat uno blanco, mi novia la vecina, aquella, la mujer perfecta.",0,0,0
1515,"Un vecino me contó que su hermano era prácticamente indigente, su mamá le heredó su humilde casa, ahora se queja de que hay que pagar servicios e impuestos, dice que su mamá lo perjudicó 🤦🏽‍♀️
Pobre mujer que murió sin darse cuenta que su hijo tenia sólo lo que se merecía.",0,0,0
1516,"#EnFotos📸|| Acto conmemorativo por el Día Internacional de la Mujer Indígena este  #5Sep, en el que nuestra ministra @d_guzmanl junto a la ministra @CLARAVIDALV y la ministra @_LaAvanzadora rinde homenaje.
#A3MesesDelSecuestroDelAvión https://t.co/QaNfAsaZyN",0,0,0
1517,@ursuvargues Jajajajajajajjajajajajajajqjajjqjqjq mujer de izquierda jajajajajajajajajjaja no doy más jajajajajajjajajaja es espectacular!!!!!! Jajajajajaja de izquierda ajjajajajajajajajajajaja por dios no puedo más jajajajajjajajajajajaj TILINGAAAAAAAAAAAAAA jajajaajaajajajajjaja,0,0,0
1518,sin duda fuiste escrito por una mujer,0,0,0
1519,"Kilos, Kilos y kilos de razón (en esta expresión) de esta...mujer. https://t.co/qDtwSY8mFE",0,0,0
1520,@marinamuimui Eres un arte mujer 🌹🌹🌹🌹🌹🌹😚😘,0,0,0
1521,@EliasCallesK @LillyTellez Tu lo haz dicho a la mujer no a esta espécimen y basofia,0,1,1
1522,"Una mujer que sabía leer y escribir en 1820 en Honduras, no era cualquiera.
El papel de la mujer en los procesos de independencia ha sido poco estudiado, pero si se documento la labor que desarrollaron en este proceso. #HistoriadeHonduras https://t.co/8iFiPxgGr2",0,0,0
1523,"El perfil de la primera mujer que asume la dirección de ⁦@IIJUNAM⁩ 👇🏼
Mónica González Contró asume cargo como nueva directora del IIJ de la UNAM. https://t.co/RxEexWSApi https://t.co/JXVcgbfCaN",0,0,0
1524,"@loriengraniel Bebé, eres la mujer más exitosa del mundo, no hay nada que pueda más que tú, y si a veces debemos sentarnos y descansar un poco pero eres fuerte",0,0,0
1525,@luminiux Eres una hermosura de mujer,0,0,0
1526,"@macho_cabrio Su pinche carisma complementa todos los atributos que mencionas, insisto es adorable por todos sus ángulos, ahí si que como dice Luismi “qué nivel de mujer”",0,0,0
1527,"@roadto2022es Yo no levanto la mano, es más, si yo fuera mujer o con alguna orientación sexual me la pensaba.",0,0,0
1528,q mujer x2 🥰 https://t.co/ZRYQq58SMX,0,0,0
1529,@LillyTellez Estoy indicando por qué siempre hay que respetar a la mujer aún que sea como @LillyTellez o @tatclouthier o @Claudiashein  o @_VicenteSerrano o @JLozanoA o @pedroferriz3  todas son mujeres sean como sean hay que respetar carajo!!,1,0,0
1530,"@ElTibuRayado @NAQC74 @KennedyViviana Exacto, creo que parte de la libertad es que la mujer haga lo que más le convenga... en lo personal preferí quedarme en casa para evitar gastos extras qué consideraba irían a ser mayores qué las ganancias (guardería, materiales, transporte, etc..), y me juzgaron horrible....",0,0,0
1531,"@catrina_nortena @CitlaHM La senadora Citla, no debería ni detenerse a escuchar a esa mujer.",0,0,0
1532,#Nacional ǀ 😡 Denuncian a hombre que se hace pasar por empleado de #CFE por meterse a la casa de una mujer y abusar de ella https://t.co/W7ZWztahDq https://t.co/guJWxdUTHI,0,0,0
1533,"La mujer salió de su casa, luego la subieron por la fuerza en un vehículo, luego de varios días de cautiverio escapó y la rescató la policía. https://t.co/HIH2Za1YYv",0,0,0
1534,"@REVOLVERA_ A mi igual, pura mujer voluptuosa que invierte en crypto 🤔",0,0,0
1535,"Yo no estoy de acuerdo. Antes de ser madre, soy mujer. ¿Cómo puedo ser buena madre si no soy una buena mujer? Y con buena no me refiero en relación a otros, sino a mi misma. Responsable, feliz, plena, consciente. https://t.co/J77fUBCfrw",0,0,0
1536,"@riveron72 @MrLotario @Letamaya Que mujer tan nefasta 
Que miserable aceptar un puesto para el que no está calificada claramente",0,1,1
1537,"Señores, una mujer halagando mi voz es una vaina muy 😌😌😌😌",0,0,0
1538,Privilegios de ser bonita y de ser mujer,0,0,0
1539,"@Milenio Acuérdense que todo se le cae a esa pobre mujer, primero fue el Rébsamen y después la L12.",0,0,0
1540,"➡️ Como parte de la conmemoración por el Día Internacional de la Mujer Indígena,👩🏽🏵️ realizamos diversas actividades en sedes simultáneas de los municipios de Naranjos, Espinal, Altotonga, Mixtla de Altamirano, Acayucan, Ixhuatlán del Sureste.🙌🏻 https://t.co/q4YoogwcFi",0,0,0
1541,"Mi tía Chui está desaparecida, es una mujer de 100 años de edad 🥺💜 difusión para ayudar a encontrarla 😔🙏 https://t.co/FZhgxgN2qP",0,0,0
1542,@mxgxw_gamma @AliciaArevalo_ Lo que no se entiende porqué a los troles del gobierno nadie los prosesa por difamación amenazas de muerte ofensas en contra de la mujer y tantas cosas más ojalá muy pronto puedan caer porque José youtubers siempre ha echo eso la Britany y muchos más que defienden este gobierno,0,0,0
1543,"#Internacional | Una mujer perdió la vida y otras nueve se encuentran desaparecidas luego que el hidroavión en el que se transportaban se estrellara el domingo al norte de Seattle, detalló la Guardia Costera estadounidense.
https://t.co/ZUrMubza2H",0,0,0
1544,"Yo sólo veo a una mujer a quién agentes externos (ONGs y orgs. de Izq. extranjeras) han “preparado” para liderar una organización (CODECA) q tb han financiado , para provocar conflictividad en 🇬🇹 , y así mismo, robar EE con total impunidad. Delincuente sin legitimidad.🤔❤️🇬🇹 https://t.co/pCyuAmSZ9d",0,0,0
1545,"@CarlosAJimnez4 Se criticó mucho las formas en que Leonardo Curzio menciono que no era la persona idonea, pero no es más que la verdad, me parece que el presidente se equivocó, si quería una mujer en ese cargo Raquel Sosa me parecía una mejor opción",0,0,0
1546,@LaChiquisYareli @LillyTellez ¿tu de verdad eres mujer?,0,0,0
1547,@ccamacho88 O sea no hay que criticar que es un majadero lepero con una mujer? Qué pedo,1,0,1
1548,@juliamolinaro01 @dev4stad0 @luciatorijas Pena me daría decir eso cuando le estás diciendo a una mujer q se quite la roña… mi amiga se ducha dos veces al día x cierto,0,0,0
1549,"#ElPoderDeLaVerdad 🔥| Perito no revisó pruebas y fiscal dejó libre a uno que amenazó de muerte a mujer, denuncian. Eran mensajes que estaban en el teléfono; perito alegó que hacía falta orden de juez.
https://t.co/pBviSLFfhH
#ChécaloEnAlCalor https://t.co/KPNfr0Q5DL",0,0,0
1550,"Que difícil el papel de la Mujer en el Sector Energético, tienes que pelear muchísimo para que crean en ti.",0,0,0
1551,"Su supuesta postura es para lo que le conviene, las voces femeninas críticas no le merecen respeto ni valor, por tanto de feminista nada, ¿dónde. Queda el respeto por la mujer y por la prensa libre? #todaslasmujeres #NoALaMilitarizacion
#Tde4a
#morenamisogina
#morenacensura https://t.co/eKEUr0OmSa",0,0,0
1552,"Pero si no le dije ninguna grosería, solo le dije que era una mujer escrita por hombres, nada más.",0,0,0
1553,"Conoce más sobre Elizabeth Truss, Primera Ministra del Reino Unido y tercera mujer en dicho país en ocupar el cargo. Este 6 de septiembre recibió el encargo formal por parte de la Reina Isabel II. https://t.co/iBasC2TtaR",0,0,0
1554,@LillyTellez Todos esos hombres que defienden a Lilly Téllez en algún momento han insultado a una mujer. Y ahora se hacen los santos.,0,0,0
1555,"@latinus_us @vampipe Hace 25 años llegó un día mi papá a presentarme a “su novia” (ya separado de mi madre):
- mira hijo, te presento a Alta, ella es maestra, es una mujer preparada.
-Hola cómo estás? -dijo, estirando la mano. 
Con 3 palabras me di cuenta que era una chuntara ranchera. 1/2",0,0,0
1556,"Tipo, si es mujer y la mayoría quería hombre (porque hasta hacen votaciones) ¿cómo se sentiría esa chavita cuando vea que nadie deseaba que fuera lo que es y que además hasta se enojarán, porque muchos se enojan. No le encuentro sentido y son horribles",0,0,0
1557,"Si eres hombre, que tengas una linda semana, si eres mujer, deja de mentir tanto.",0,0,0
1558,@Casandra20222 Muy buenas tardes hermosa mujer saludos,0,0,0
1559,Las mujeres bajitas lucirán una silueta más favorecedora si optan por dejar de lado estos malos hábitos al momento de usar sus tenis. https://t.co/VvJn3OigpT,0,0,0
1560,@94j9ds @Nobax_117 @Kenultimate23 Gentuza impresentable que no entiende qué es el gamepass,0,0,0
1561,"don cavernario el plagiario ramirez apoyando la militarizacion, lo que hace la gentuza deserebrada para poder tragar... https://t.co/0c86f9YF5T",0,1,1
1562,"¿Quiénes se creen los ciudadanos para exigirle a los senadores oficialistas?

¡Por Dios, la gentuza que no entiende la transformación!

😡😡😡 https://t.co/jbMRzMnhYk",0,1,1
1563,"@ManuelaHidalgoQ 🤦‍♀️Esta gentuza es un cruce entre sociópata, lumpen, y estiércol...😳 🤢",0,1,1
1564,"@RichardArcePeru No hagas caso Richard, esta gentuzade mierda no busca entender sino sólo tratar de destruir la imagen de gente correcta como es tu caso, ellos JAMÁS buscarán apoyar al correcto pero sí al corrupto.",1,1,1
1565,@SergioSerranoCM Tardaron días en asomar la patita. La misma pinche gentuza con distinto nombre,1,1,1
1566,"@ElAmaDeCasa1 @avieu @CitlaHM Lo recibo lo leo y lo tiro a la basura... así de seguro lo va hacer la senadora. Pero nosotros tenemos la culpa, por dejar a esa puta gentuza tanto tiempo como servidores públicos, se acostumbran a vivir del erario, hacerse ricos a costa nuestra 😠",1,1,1
1567,@Gatanico316 De dinero robado se harta se viste paga el internet la rata esa de la Liz Perez asco esa gentuza,0,1,1
1568,@cuquemar Menuda gentuza estos señores. Mi cariño a estos niños.,0,0,1
1569,@Citibanamex el trato que le están dando en este momento en la sucursal de plaza Universidad a mi tía de 90 años es deplorable. Sólo espero ver a sus empleados a esa edad tratando con gentuza de mierda como uds.,1,1,1
1570,"@axtzco63 @dinomadridmx Me queda claro que su respuesta fue honesta y quizás no quiso meterse a ese tema por la complejidad, por eso contestó de esa manera, pero, para qué darles carnita a esa gentuza...?",0,1,1
1571,@LAURAZAPATAM Son todo un caso esa gentuza!,0,0,1
1572,@PFifiona Que se puede esperar de esa gentuza?,0,0,1
1573,"Como dije hace mucho: esos dos cabrones son idolatrados por gentuza muy tóxica, y por razones muy estúpidas.

#DevonErickson
#Pinochet
#Hitler
#nazi
#toxicity https://t.co/aazzu8Bpxj",0,1,1
1574,@ssolorzano_PL Que pena  que existan  gentuza  como el pendejo FRANCO  CHACON QUE PENA,1,1,1
1575,"@RicardoBSalinas 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
Yo soy joto y me hizo reír. Es que así se debe contestar a esa gentuza.
🤣🤣🤣🤣🤣🤣🤣",0,0,1
1576,"Que poca verguenza tiene esta persona, se pregunta que le ha pasado a la izquierda , con lo fácil que es preguntarle a su pareja, el mafioso Ferreras.
Vaya gentuza que tenemos en el periodismo.
#FerrerasGate 
#FerrerasFueraDeLaTV https://t.co/DwheDC1apa",0,1,1
1577,@EGalanGtz @ClaudioXGG Los bots tienen toda la certeza... Los mexicanos de carne y hueso ya nos quedó perfectamente claro que solo es un peligro para la gentuza como Claudito x,0,0,1
1578,"Es que cuando la corrupción es trasnacional es imposible que se oculte, tarde o temprano se entrecruzan las líneas que la generaron, tu muy bien Juan, sigue evidenciando la corrupción de López Obrador y sus apoyos a esa gentuza. https://t.co/aZrlZ672XV",0,0,1
1579,"BUENO pero gentuza de tuirer quiero saber q piensan, el harry si le escupió al chris pine o nooo, contesten este tuit o muéranse",0,1,1
1580,@AntaresVazAla @juliomenchaca_ Q sin vergüenza todos ustedes q asco de gentuza,0,1,1
1581,@RuidoEnLaRed @nmas Pudo contestar con la verdad “no van a aprender “ pero como puras mentiras con  esta gentuza !!! Pues mejor se hace pendeja  como el ruco @lopezobrador_,1,1,1
1582,"@Chema_Vera @elconfidencial @niki_bue @unicef_es @MSocialGob @platdeinfancia Mientras esta pinche GENTUZA del gobierno pendejo, más las podemitas y sobre todo Juanita Belarra SE NIEGUEN A RECONOCER su responsabilidad.

Subsidio mayores de 52 años basado en el IPREM, en lugar del S.M.I. 600.000 familias condenadas a la pobreza POR CULPA de estas vividoras. 463,21 €/mes",1,1,1
1583,@OJMata_ El ego de esta gentuza disque influencer!,0,0,1
1584,"Para que vean que no me equivoco con La Polar, CONSECOMERCIO FEDECÁMARAS todos metidos de nuevo en plan A dañar la economía nacional para que la gente vaya y vote por este perverso rico
Imagínense a esta gentuza en el poder
Son brutos
Quiere ser Presidente https://t.co/0vHaj0Kb4v",0,1,1
1585,Habrá que armarse para repeler a esta gentuza... como permitieron esto en Europa....??? https://t.co/zmEa7aTCNp,0,0,1
1586,"@SocCivilMx Que vergüenza. Ignorante, inapropiada, inédito, Inevitable  perjuicio a la educación en el país por gentuza de cuarta ralea.",0,0,1
1587,"En particular, la gentuza que rodea el círculo de Margarita Zavala y toda esa calaña, Calderón obvio y todos los que le cuelgan, quieren seguir viviendo de a gratis en este país, por eso NO se van. Muy conveniente fingir que hacen ""política opositora"" y vivir cómodamente.",0,1,1
1588,"@robertcn100 @MaluMicher @mau_orozco_ruiz @m_ebrard @lopezobrador_ @RicardoMonrealA Me da miedo, Ebrard dejó al mini mancera y ve cómo nos fue; si le da un puesto en el gabinete al sonrics, seguro la gentuza como Gibran y Sandra Cuevas tendrían algún puesto de importancia.",0,0,1
1589,"Que onda con la gentuza que te lanza un ""levantaré un reporte"" solo porque pides el uso del cubrebocas. 🙄",0,0,1
1590,"@antares110279 @laishawilkins Otro no, uno de tantos Juan.
Qué patéticos y miserables son esta gentuza, así andan por la vida por esa razón les va mal por la falta de empatía…",0,1,1
1591,"Lo que hace la gentuza cuando se aburre, dios mio",0,0,1
1592,@enana_00000 Con que gentuza andarás pues,0,0,1
1593,@MariettoPonce Aunque la mona se vista de seda… siempre serán gentuza @BeatrizGMuller,0,0,1
1594,@JoseBej38924816 @LucyPN O sea que estás de acuerdo con la corrupción???xq si eso es un derecho en la constitución y la nación ELLOS NO DEBEN PAGAR NI UN BOLIVAR POR UN TRAMITE TOTALMENTE LEGAL!!! DE VERDAD WUE POR GENTUZA ASI ES WUE ESTAMOS COMO ESTAMOS,0,0,1
1595,"ya salieron los salvajes comunista a incendiar al país, que gentuza no aceptan que no los quieren. https://t.co/4tPI8R3KIg",0,0,1
1596,"Gentuza como el pincje pendejo Miquel son los que han llevado al Barça a la mierda. Eso, y que la afición culé tiene menos inteligencia que una familia de monos lobotomizados. Por algo en Múnich alucinaban con las cifras del contrato de Lewandowski… https://t.co/z1MHh7g6Sr https://t.co/HyMUs4A45b",1,1,1
1597,"De aplauso (sarcasmo) a la nueva secretaria de educación
Que daño se le hace a los niños teniendo a este tipo de gentuza",0,0,1
1598,Los que huyen de la dictadura apoyando la constitución de un dictador. Por favor no tomen en serio a esta gentuza ignorante. https://t.co/gi6rlqgKg4,0,1,1
1599,@yoopinopino Que asco esa gentuza,0,1,1
1600,@beltrandelrio Y está inútil es la titular de la SEP es el colmo tener tanta gentuza inepta pusilánime en un puesto de mucha importancia no cabe duda que para estar en mugres hay que ser estupida ignorante pusilánime y deleznable entre otras y hueso asegurado,0,1,1
1601,@MaxKaiser75 En que gentuza hemos dejado a la nación,0,0,1
1602,"@ladimitrova No tiene la culpa el indio sino quien lo hace compadre, a los medios les encanta darle microfono a esta gentuza, queda en nosotros no darles más marco para ser vistos y escuchados y eso incluye no compartir este tipo de material.",0,0,1
1603,"@bpnly No señora! Ningún desentendido, el aclaró la situación y cualquiera puede equivocarse y más cuando no se tiene idea de una red. Me paso y fue nefasto, me imagino mi niño cómo se sintió porque gentuza como ustedes todo lo mal interpretan. déjenlo ya! Tu fav tiene claro sus gustos!",0,0,1
1604,"@laloespana Los que siguen a López son gentuza no tienen educación, valores, clase se arrastran a un narco delincuente iletrado corrupto, traidor, asesino porque les da migajas que pagamos los ciudadanos o los delincuentes a los que les ha entregado el país. Denúncialos y bloquealos.",0,1,1
1605,@anaalonsogonza1 Qué falta nos hacen para callar todos los bulos y mentiras de esta gentuza!,0,0,1
1606,"@diario24horas @EdgarNunezM Que bueno que la tipa esa no irá al Sud 777, porque yo planeo ir y no me gustaría encontrarme con esa clase de gentuza autodenominada ""influencer"".",0,0,1
1607,Como la energúmena chaira apestosa de @flormaya81 me bloqueó le respondo con su respectiva captura 😎siempre es un placer humillar gentuza como ustedes https://t.co/fGXhgQ6vtA,0,0,1
