Column1,Groserias,Vulgar,Agresivo,Ofensivo
656,me emociono cada que mi padre me describe un espectacular de bachoco. huevo pelado. yo pensé en un huevo en peluquería y descripción? un huevo en cascarón con muchos signos simulando leperadas. como mi tía melucha jajajaja! huevo pelado?,0,0,0
657,"@LuchoIbarra690 Jajaja estos seudopediodistas qué ya por una jugada se la croman a un jugador, pero después del gol por su culpa les cascarón dos goles 😂😂",1,0,0
658,"@vampipe Te acuerdas quien fue el primer titular de la @SEP_mx de este sexenio? 
De contenido a cascarón?",0,0,0
659,@El_Flechador Mira esta es la forma en que trituramos el cascarón y lo entregamos para la recuperación del Río Lerma https://t.co/y8AScqxiYH,0,0,0
660,@jrsestaca Esto no es respuesta a nada es un plan desestabilizador ante la inmine tw derrota del sistrma casuca q se niega a morir,0,0,0
661,"@DeLaCalleHum Bebé a los 76 años da deberías es estar en un campo, leyendo, disfrutando de la paz y serenidad de los días sin agites y allá en esa casucha llena de tanta maldad, tranquilidad no vas a encontrar, retiráte bebé.",0,0,0
662,"@FodechinchosG Me cago en mi puta raza, menudo cateto. Fodechinchos de manual.",1,0,0
663,"@Javier19518289 @eldaveh_ @john_frb Les has preguntado a todos? Anda sigue dándole abrazos a la tele, y deja que tu paisano disfrute del equipo que siente, y no del que es todo el que no tiene equipo en su ciudad. El cateto eres tú, no el, qué sabrás tú de nuestra afición... Sigue viendo el chiringuito.",0,0,0
664,"@redirc1 @EododRop Me es igual, se que es lo que crees que nos quedan dos telediarios, y quería decirte claramente que VAS LISTO. Y por cierto, me meto donde me da la gana que es mi hilo, y si no te gusta, ya sabes: AIRE.
Mejor loca que cateto neandertal.",0,0,0
665,"@Juanpirus_ @SeptemVerba @ManuelHuedo Hombre, pues yo creo que estás muy equivocado. Lo que hay en Inglaterra es una mayor cultura futbolística, tiene mucha más tirada. A ver si te crees que no hay aficionados del Manchester en Leeds o en Liverpool. Ahora eres cateto en función del equipo que te guste 🤣",0,0,0
666,@Iztac_goddess yo ni sé como pasé esa materia y solo sé que sen= cateto opuesto sobre hipotenusa,0,0,0
667,@ManoloCantos @raulschalke7 Jajajajajaja mira que eres mamón... Lo mismo que tu CATETO,1,0,1
668,"@elhetero2929 bajate la tangente que ando bien trigonométrico, y te voy a meter la hipotenusa por el cateto opuesto hasta dejarte bien adyacente",0,0,0
669,@madox27hotmail1 @jimenezgealca @Vox_Alvaro @BasketValor Madox27 = CATETO,0,0,0
670,@ymeldagonzalez @Pontifex_es https://t.co/SwBJH3i9XD daniel ortega y la cerda de su mujer abusaron de su hija durante años y cuando salió a la luz no dijo nada y ahora tampoco e aquí la prueba por favor comparte exigimos la dimisión del papá ya inmediatamente por cateto y incompetente 🆘🇳🇮🆘,0,0,1
671,"@VCDidier @Raphinhaismo @Gitano_shore @UNIVERSO_1899 Cateto que si ganaron tanto Bayern y Barcelona 6 títulos en un año natural por qué se jugaron todos en el mismo año,  pero que los mismos no correspondían a la misma temporada......",0,0,0
672,"@AnaMad58 @AuroraLapitera Lo de las mascarillas del hermano de Ayuso es INMORAL señora, 60.000 euros por la cara, INMORAL, dejen de justificar todo lo que hace Ayuso, mirense el ombliguito antes de levantar la cara. En borreguismo y paletismo cateto, tienen ustedes la medalla de oro y el récord Guinnes.",0,0,0
673,@Cateto__ Porque pues,0,0,0
674,"Callenseeee, hoy aprendí a sumar en el Excel, esto un éxito para mí porque soy una cavernícola usando excel",0,0,0
675,"Necesito dejar de ser un cavernícola y aprender métodos estadísticos que me permitan establecer correlaciones cuando tengo varias variables, especialmente cuando estas presentan combinaciones 'desordenadas'. He aquí un ejemplo: https://t.co/dDQi4S6PQO",0,0,0
676,@AndrB31087829 @ActualidadRT Me refería lo del comentario de cavernícola 🤣🤣🤣. Lo demás no entiendo; cuando se escribe con ofensas es difícil entender lo que tratas de emitir por ser muy sugestivo negativamente. Saludos👍,0,0,0
677,"@Octubre63 @DrChavezDiaz O un presidente medianamente decente, por lo menos que sepa hablar y aritmética básica. No este cavernícola, tu dios.",0,0,1
678,"@EduardoMarini1 @pablo_majluf Si, ahí déjelos.  Aún con esa bazofia de estudios están mejor que con un padre cavernicola.",0,0,1
679,"Elba Esther Gordillo es igual de cínica y desvergonzada que sus patrones de derecha cavernícola, la vdd.",0,0,1
680,"En una tribu cavernicola un grupo sale de cacería.
 Uno cuenta los hechos: nace el periodismo
Otro narra el drama: así nace el teatro
Otro los hace reir con lo ocurrido, así nace la comedia.
Otro narra  lo que él jefe de la tribu le dice: Así Nace canal 13",0,0,0
681,"@solsona Santander normalmente jala sin problemas, aunque por recomendacion marcas al banco como cavernicola y les avisas que haras movimientos en el extranjero para que no hagan bloqueo automatico las primeras transacciones",0,0,0
682,@BibisMoracr Que varas de mae 🤢 comentario cavernícola,0,0,1
683,@almondeyedgal Lo mas cavernícola que pueden hacer,0,0,0
684,"@azucenau Y supuestamente @Telmex  destaca por ser una empresa exigente en contratar a sus subordinados, pero bueno... al parecer les gusta contratar a puro cavernicola sin preparación que están ahí por palancas, y que prefieren pelear en horas de trabajo.",0,0,1
685,@azucenau Ese cavernícola debería estar sometido,0,0,1
686,Siempre que salgo a comprar el cebollino es mi pesadilla y el ajo mi sueño inalcanzable,0,0,0
687,"Mi mamá hizo tortas de soya arregladas con culantro, cebollino, ajo y queso y 🤤🤤🤤🤤🤤 estaban demasiado deliciosas",0,0,0
688,"#Promotips ¿Tu gatito no deja de usar tus macetas con un WC?

Siembra citronela, ruda, lavanda, romero y ajo cebollino. Estas son plantas atractivas que actuarán como una señal de ""manténgase alejado"" a cualquier felino que pase. https://t.co/UwxHAi3rXg",0,0,0
689,"@BibisMoracr A no, es que masudo me aguevas. Y obvio un buen gallo pinto tiene  que llevar chile, cebolla, culantro y cebollino",0,0,0
690,@CanalCubavision Yo tengo un cebollino congelao que si se me pone pocho...! No va a haber cartulina pa tanta pancarta.,0,0,0
691,La verdad es que ni celo porque todos me pelan la verga jeje https://t.co/frs701ZCjX,1,0,0
692,"Soy tan egocéntrico que celo por diversión, no por inseguridad",0,0,0
693,No te celo pero no te pienso compartir,0,0,0
694,Porqué nadie me avisó que las gatas en celo son insoportables? Nala no deja de maullar y no quiere que deje de acariciarla,0,0,0
695,@skereunpesado Bueno los perros al menos se callan en algún momento lo peor son las peleas de gatos en celo sobre tu techo corridas peleas maulladas de todo tipo se hace una larga madrugada 😆,0,0,0
696,"@LuanaVersace Lo dicen nada.mas para quedar bien contigo...
La naturaleza del hombre es así... Quizá algúnos al principio lo acepten. Al poco tiempo empieza el celo",0,0,0
697,Por qué noto al conejito como que inseguro de pasar su celo con mimi https://t.co/4gqdnVcjzz,0,0,0
698,"@rudyaldana @Xiomycolochita Ya dijeron que  no hay perritas en celo, todo fue  repentino, se escuchaba de miedo",0,0,0
699,hace rato vi un tweet que decía “soy tan geocéntrico que celo por diversión no por inseguro” weeey mediquense lokos,1,0,0
700,"@Xiomycolochita @acidwalkiria O hay una perrita  en su época de celo.   Se arman ciertos caos en los vecindarios caninos, todos dan Serenata",0,0,0
701,"@Alexsaul9 Ah ya valió, no mio no era celo ): nt jajaja",0,0,0
702,@xtrongerx @elchemalopez Yo celo para hacerlos sentir importantes,0,0,0
703,@ameliarueda @CarlosAlvQ CERDO NEFASTO ESE HP Y TODA SU MALDITA FAMILUCHA,1,1,1
704,"¿Mejorar el sistema de salud pública?

Le pides a un cerdo que ponga huevos.

La única forma de mejorar un sistema de salud pública es someterlo al régimen de la competencia. Privatizar todos los servicios y que el estado le otorgue vales para el pago al ciudadano que lo requiera https://t.co/QuB7sui3Zx",0,0,0
705,@A24COM @maximmontenegro No le den cámara a ese Cerdo repugnante ...,0,0,1
706,"@SenorCerdo_TFT OMAIGOD Sr. Cerdo cree en mi, se logra 💯%❤️",0,0,0
707,"💥Producción nacional d carne d cerdo crece 2.5 %, 17.9 millones d lbs. producidas, incrementándose la oferta.
Desde el  el SNPCC, brinda acompañamiento técnico a 1,058 matarifes y rastros municipales q sacrifican cerdo a nivel nacional.
#UnidosEnVictorias
#PatriaBenditayLibre https://t.co/X3Q1WgJZxs",0,0,0
708,14.- Alubias con chorizo y tocino 🥓 (con su codo de cerdo).,0,0,0
709,"@RamMaravilla 🤣🤣🤣🤣🤣…. Me acordé cuando una compañera del trabajo llevaba medio kilo de chicharrón cuando dice: a mi no me gusta el cerdo… y yo 😬… le explotó el cerebro cuando le dije cómo se hacía el chicharrón. 
Es mexicana 🤡",0,0,0
710,@RicardoAlemanMx Cerdo mal parido...,0,0,1
711,@RamMaravilla Cómo que no es de cerdo 🐽 el suadero? 🤔 😅,0,0,0
712,Disfruta y RT 🌮❤️🍲🍳 https://t.co/axCm8NuJha  Estofado instantáneo de cerdo y chile verde eclosionado... #delicioso #cocina #receta #comida #Ecuador #Argentina,0,0,0
713,La Jornada: Córnea creada a partir de piel de cerdo devuelve la vista a 20 personas https://t.co/q1YoXQOwAm ¡Una maravilla!,0,0,0
714,"@arturoelias Definitivamente que sí vale la pena.....pq tarde que temprano ""la batalla que no es tuya"" te puede llegar a afectar...lee el texto del granjero que compró una ratonera, el único preocupado por ello era el ratón, la vaca, la gallina y el cerdo lo ignoraron y ellos pagaron por ello",0,0,0
715,@stereo100xela Chafarotada fuera!,0,0,0
716,"@Andrea_PaizP @RMendezRuiz @RaulFalla31 @FCTGuatemala Sí, claro, muy defensores pero de los corruptos y entrometidos en todo. No claudican porque son muy bien respaldados $$ por la chafarotada en retiro.",0,0,0
717,"@stereo100xela Que chafarote más mula, ni se sabe la Jura a la Bandera, bueno los cuques siempre han sido burros...",0,0,1
718,"@albanh2009 @OpportunaLis qué falta de perspectiva , sentido común y conocimiento!  cómo va a comparar a Chávez con ese chafarote fascista y asesino. Si mucho es como un Pinochet. Y no, no se respetan opiniones basadas en la ignorancia y la falta de sentido.",0,0,0
719,"Qué va saber de academia este chafarote, ignorante y lamehuevos??🤡🤡🤡 https://t.co/kSXjmJN16E",1,0,1
720,"Y recuerden amiguitos, culaote vemos, chafarote enclosetado o progre desvelado no sabemos",1,0,0
721,@porktendenciagt planta de SAAS  tiene al fin chafarote,0,0,0
722,"@EmisorasUnidas Independiente dicen solo es una bola de títeres, el que manda es Mendes ruin de fct un chafarote frustrado",0,0,0
723,"Leyendo a la Mara de Guatemala Inmortal estos lo que quieren es un Dictador y mejor si es un Chafarote,  eso ha hacen pensar. En una democracia hay oposición si quieren un dictador en Nicaragua, Venezuela y Cuba hay y son dirigidos x militares",0,0,0
724,"Supongo que sus argumentos son con el mero objetivo de -aparte de intimidar- lograr que a través de ese discurso de chafarote trasnochado, la gente se conveza que hay que actuar con violencia pq su carné de ciudadanos probos se los permite.",0,0,0
725,"Aquí casual, alegandome con un chafarote trasnochado en el chat de vecinos.",0,0,0
726,"@RMendezRuiz @Piverone @Andrea_PaizP @RaulFalla31 @FCTGuatemala Viejo rata chafarote, representas a un corrupto narco ejército",0,1,1
727,"@ALEJAND92963201 INCREÍBLE COMO SE HINCA Y SE HUMILLA ANTE OTRO PENDEJO BANANERO… EN LO QUE PARASTE, DE ALBAÑIL Y CHAFIRETE…",1,0,1
728,@AristeguiOnline Quedó chafirete de la influencia AHLNL,0,0,0
729,"Hoy estrenamos segundo episodio de #MúsicaDeBarrio en @Capital_21 y aquí un poco del cotorreo con el @Mastuerzo2011 ahora que la hice de su chafirete.
Trépense y nos vemos a las 8 pm en el primer reality de Capital 21😎🎧👂🏾👏🏽🙌🏾❤️🙏🏽 https://t.co/a3ZYgZAyLo",0,0,0
730,@josemvillalta @FraccionFrente La chancleta mayor,0,0,0
731,@SoyFedeGL asqueroso chancleta vividor,0,1,1
732,@elmundocr Qué raro la chancleta hedionda de Villalta 🤮,0,0,0
733,De nuevo puse la chancleta que indignó tanto a gachilandia hace unos años 💅🏼,0,0,0
734,"@MatySwag23 Mierda yo nunca ví nada, a mi abuela con la chancleta al rato por no pararme",1,0,0
735,"@umana_16 Se pasó, eso parece una chancleta",0,0,0
736,"@Nerlok1 @JungParkAR Gato, no te alcanzaría… sos tan que vas caminando por la calle con una chancleta y si te dicen “gato! Perdiste una chancleta” vos les respondés “no, encontré una!” 😂😂😂😂😂 https://t.co/1BKacgD9dg",0,0,1
737,@PompeoDc @fiaheisenberg Es desagradable. Chapín significa chancleta,0,0,0
738,por qué sonó como una chancleta cuando cayó 💀 https://t.co/3c8kaMsPVB,0,0,0
739,"Ya les toco el turno a los hermanos colombianos. Ya se empezaron a dar cuenta que se equivocaron, otro país que pasa de zapato a chancleta.
Bienvenidos al club de los pueblos pendejos, hermanos colombianos. https://t.co/vWIglzelJa",1,0,1
740,Yo corriendo después de tirarle una chancleta a Casa Presidencial el martes https://t.co/WcYC3C90AP,0,0,0
741,@columanasbj @guarandinga01 @Magister2022 @dcabellor @jaarreaza @MaraCri08242244 @AMA241512 @betzabetrequena @Coromot61157586 @donai82953730 @SoyArellan O la chancleta!!,0,0,0
742,@SoyFedeGL Un Chancletudo más… que “lucha” por el país provocando caos con sus creencias absurdas de izquierda! Peligroso este partido e integrantes,0,0,0
743,"@presidenciacr @mep_cr Bueno, conozco muchos estudiantes que no se van a prestar a esta charlataneria de los rectores y los beneficiados de las injusticias en esas universidades, por eso ya tienen mucho progre chancletudo contratado para generar caos",0,0,0
744,@Chisco2112 Jala chancletudo. Jajajaja. Nada que verrrrr,0,0,0
745,"@fer_9f Este Chancletudo esta pero
Fumadisimo...
Cuando Dice ""Gigante Chelaju""
Lo Unico que se Nos ocurre
Es Esto....
🤣😂 https://t.co/OjTSdGwZT3",0,0,0
746,"Harta de esta idea de lo ""chancletudo"", o sea está bien ir a la u, a clases, a una marcha con comodidad, en crocs si quiere, pero mae hay un lugar para todo, y me alegra que los diputados del frente amplio lo tengan claro y vayan todos guapos a la asamblea, los amo 🥰 https://t.co/rhC6iqyAQs",0,0,0
747,@MonumentalCR Hay tanta pero tanta ignorancia con los que ven algo mal en este proyecto. ¿Será que buscarán otro punto de vista que no sea un chancletudo abrazaárboles?,0,0,0
748,"@Ferdelalbo @ElClavo17 @HonestXelajuFan Chapín es sinónimo de caitudo, de chancletudo, por eso sos mula ni buscando otras cosas se te quita lo mula, por eso sos crema.

Jajajajajajajaja la afición más mierda del país 
🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡
😂😂😂😂😂😂😂😂😂😂😂😂😂",1,0,1
749,"@MPortilloTorres @Adid_Soto @maggiewill Ella se quedó para ayudar en la transición y asesoría en su área. Era una salida programada.
¿Usted lee, o como buen chancletudo sólo se deja adoctrinar?",0,0,0
750,@ArnulfoAgustinG Se va ir horrible el chancletudo del Congo Orellana,0,0,0
751,"@Bran_Gt77 @CremasOficial A mi pela la Verga Lo q Vos 
Comentes Repollero 
Hijodemilmillonesdeputas 
Tu Puto Equipito Chico de Quinta
Me lo paso Por los Huevos 
Equipo Pitero de Verga chiquitito
Como Tu Pueblo De 5 Calles...

CHANCLETUDO CAREVERGA
jajajajaja
🤣😂",1,1,1
752,"@lucholopez23 q pasa q en tu pais el futbol es de bolos??? no importa cuando leas esto.deja en paz al futbol español,te viene muy grande y muy lejos.....vais al mundial??? jajajajaj pues eso...un rayo de la vida golea a todos tus clubitos juntos.charnego",0,0,0
753,"@nicolasbustosm Lo tiene crudo, es un charnego y siempre lo va a ser en Cataluña.
El día que Cataluña se independizara, ese señor tendría que salir de los Países catalanes.",0,0,0
754,"@gabrielrufian Queremos la Andalucia que madruga y trabaja, no la Andalucia comunista de los ERES, el PER para comprar votos y del hambre que trae la izquierda. Aléjate de mi tierra charnego",0,0,0
755,"@gabrielrufian No es de extrañar. Entre lo charnego y lo subnormal que eres, poca capacidad lectora tienes...",0,0,1
756,@migquintana Vaya puta turra que vais a dar…ya os pidio el charnego apoyo y a ello…,1,0,0
757,"@veronicalderon @ExChavitaBien Por eso mismo querían regular los vídeo juegos, así como los alimentos chatarra, no puede educar a su hijo y quiere hacerlo por sus huevos a todo un país",1,0,0
758,"@RadioFutbolFCF @pedrolopez8a Al final la chatarra siempre está ahí esperando, es buena estrategia",0,0,0
759,"#ArhivoPdP | En México, la industria de comida chatarra y bebidas, como Coca Cola, presiona para que no se aprueben leyes que reduzcan su consumo. 
✍️ @poplabmx / @Ojo_Publico / La Liga Contra el Silencio
https://t.co/9OUty4t5bQ",0,0,0
760,"@samuel_garcias el que permitas que Estos anden por las calles de NL , lleva a :
1.-Irresponsabilidad
2.-contaminación
3.-reducción en la movilidad
4.-Ilegalidad
5.-Delincuencia
6.-Incremento de chatarra en NL

Que van hacer al caso? @SSeguridadNL @IMyANL @MedioAmbienteNL https://t.co/XcNZKQCf46",0,0,0
761,"@IVertebra @DanielTrujill12 Deer Park ya era chatarra y Olmeca 20 años después, como todas las obras del narco y pendejo peje.
Obsoletas",1,0,1
762,@vladimirpadrino Tanto tanques y tanta paja y un solo jabelyn gringo los vuelve mierda pura chatarra rusa,1,0,0
763,"@morontafelix No veo lo malo de esto, con todo y todo la gente sigue tragando pizzas y hamburguesas de plástico, generando cánceres, enfermedades cardiovasculares, etc. Mil veces mejor que coman “super foods” o “naturales” a que coman esa chatarra de un dólar",0,0,0
764,"""Cada vez que comemos un producto chatarra consumimos productos que afectan nuestra salud y la del planeta. Los empaques plásticos son cancerígenos y contaminantes"" @RiveraDommarco en el Foro de ambientes sostenibles y saludables",0,0,0
765,"Según el estudio ‘En México no falta agua, sobra chatarra’, una de las industrias que tiene mayor impacto ambiental es la refresquera Coca-Cola.

https://t.co/Kp0R72086d",0,0,0
766,"¿Comerse a tu ex cuenta como comida chatarra?
ES PREGUNTA...!!!",0,0,0
767,"""No sabe ni comer porque toma mucha Coca-Cola, Jugos del Valle, puras aguas puercas; come sabritas, gansitos, pura comida chatarra""
Estas son las palabras textuales con las que López Obrador habló de Agustín Carstens
Quien iba a decir que se iba a tirar a hijo de @BeatrizGMuller https://t.co/kBSoLtFkqP",0,0,0
768,"@Nelsonpvzla1 A Venezuela la colonizaron los cubanos, ahora la venden al mejor postor, se la reparten 5 nuevos colonizadores , Rusia,Irán, Turquía,China y Cuba, la venden como chatarra, se la dividen en zonas exclusivas de propiedad especial,total no hay dolientes,y los opositores como zamuro",0,0,0
769,"@Paco_Villa_ Paco, estoy en panama, lo van a pasar en TUDN?",0,0,0
770,La estupidez de “MORENA”… https://t.co/Od06a4DGeO,0,0,0
771,"@DonVocero Como siempre, súper hilos que te avientas… chingona tu investigación",1,0,0
772,"¡A seguir disfrutando las noches de #LunaLlena inolvidables en #Acapulco! 

@ZavalaElvia @patydelaconcha @hbdaoficial @andrealca @ArqAnahiGR @yoymimochila @eliniestae @DestiNegocios @itzelromeroac @chatero @lucyguillenRP @Laura_say @MARCODANIELMX
@webcamsdemexico @SECTUR_MX https://t.co/8m3Syalsgb",0,0,0
773,@marpec27 Jajajaja hasta el quick Mendoza metería goles con el cata 🤦🏻‍♂️,0,0,0
774,Jajajajaja https://t.co/4A2LnqJqZ0,0,0,0
775,"@alanxelmundo Si, obvio… y son los que nunca se olvidan…",0,0,0
776,"@JulioOteroA1 @juanborrelli Chicha el chichero refresca la tradición, me rasparon la chicha",0,0,0
777,"@juanborrelli Chicha el Chichero,refresca la tradición",0,0,0
778,"@juanborrelli Freddy Galvez, chicha el Chichero",0,0,0
779,"Razón tienen... Hay que ser bien marginal para ponerse una camisa de esas.

Vengan de chichero en chichero. https://t.co/xmP4Lnvw03",0,0,0
780,@Lady_Ostara Mi primer gran peda fue mejor que mi primer chichero!!,0,0,0
781,"@unrubenconk El Chichero al que se la compro, la prepara con harina de trigo. Es la mejor que he probado en décadas...",0,0,0
782,"Gracias a Dios ya te diste cuenta lo qué hizo @FelipeCalderon y lo qué sigue pasando en los estados gobernados por panistas, la misma escuela, piso parejo Denise, qué no te tiemble el chichero. https://t.co/o7rfEONLX6",0,0,0
783,@chemise02 @cuandoerapavo Había un chichero al final de la Av. Fuerzas Armadas que te ofrecía un preparado con ajonjolí que era la gloria.,0,0,0
784,lléveme al chichero dijera mi copa el dono,0,0,0
785,@NAOCLOVER @FerreyraM Le dan coca en el Chichero,0,0,0
786,siempre termina uno en confianza y se quita el chichero! https://t.co/PISatyjrf5,0,0,0
787,"@CarlomagnoRB Amigo quien sabe donde fue esa celebración, hasta el chichero perdi je je 😛",0,0,0
788,"🚨Habrían sido dos elementos de la @FGEGUANAJUATO que resultaran heridos tras ser recibidos a balazos en un aparente operativo por orden de aprehensión en la comunidad del Chinaco en #Villagran, no se reportaron oficiales fallecidos https://t.co/kK5vZBGQct",0,0,0
789,"#Villagrán La noche de este martes tras un ataque armado en la comunidad El Chinaco del municipio de Villagrán, Gto. deja como saldo un policía estatal muerto y dos heridos. 

Información en proceso.

#Nontium #EntendemosLaNoticia #NoticiasdeHoy #Guanajuato https://t.co/JcLvvE7FVl",0,0,0
790,"#Estados | Tres policías fueron atacados a tiros en la comunidad de El Chinaco en Villagrán, #Guanjuato; uno murió y dos se reportan graves de salud 👇 https://t.co/vfYUdqiBu7",0,0,0
791,"MINISTERIALES SON RECIBIDOS A BALAZOS EN EL CHINACO UNO FALLECIÓ Y DOS MÁS QUEDAN HERIDOS
 VILLAGRÁN GUANAJUATO DERIVADO DE UNA ORDEN DE CATEO ELEMENTOS MINISTERIALES FUERON RECIBIDOS A BALAZOS EN LA COMUNIDAD DEL CHINACO PERTENECIENTE A ESTE MUNICIPIO RESULTANDO UN ELEMENTO",0,0,0
792,#Villagrán Ataque a agentes en el Chinaco; hay al menos un agente muerto https://t.co/sh0toOqOF9,0,0,0
793,"#Policía 🚨 | Los hechos se registraron en la comunidad de El Chinaco

https://t.co/1FaYF3SMuE",0,0,0
794,"⚠Policíaca⚠
Villagrán🚨 | Los hechos se registraron en la comunidad de El Chinaco.  
https://t.co/HieaetvojG",0,0,0
795,"#Policía 🚨🚓 |  Fue en la comunidad de El Chinaco
https://t.co/zZnF6wxqWS",0,0,0
796,"Balacera en El Chinaco de Villagrán se extiende la operatividad a Celaya
https://t.co/7KdhougMTL",0,0,0
797,"Balacera en El Chinaco de Villagrán se extiende la operatividad a Celaya
https://t.co/FrQyGsDaJP",0,0,0
798,"Reportan enfrentamiento en El Chinaco, en Villagrán https://t.co/5Zxktw2ogU",0,0,0
799,@Aletse_Vzq Más que charro... Chinaco!,0,0,0
800,"@HeectoorAG Tan pequeño que el sábado te vi saliendo de las cruzadas mientras yo me chingana mis taquitos en la flamita, jaja.",0,0,0
801,"No mamen no saben lo feliz que fui en ese viaje a Zacatecas 🥺, la amistad tan chingona que hice con mis tres compañeros de habitación es de otro mundo, lit no saben la conexión chingana que hicimos 🥹🥹.
Ojalá no hubiera acabado ese viaje 😔",1,0,0
802,"ayer me sentía de la chingada; hoy, no tanto. arriba la esperanza abuelita!!!!",1,0,0
803,@Juan_EspinalR @petrogustavo Para quien trabaja? usted Señor el  Rey Felipe y usted se pueden ir a chingar a su Madre como decimos en México.,1,0,1
804,"@medicenAnnita animo mor, eres muy chingona y si se puede…
tú puedes",1,0,0
805,Las destacadas que puso mi chiri conmigo nos hizo ver que en 2 años cambiamos completamente muchísimo,0,0,0
806,"@teueur2 Buenos días sobrina bella y papá arte! Que tengan un excelente miércoles, frío pero excelente jajjaja abrazos y besos de la chiri y mios! ❤️❤️❤️",0,0,0
807,@Valerias916 Gracias Chiri ✨,0,0,0
808,@yagothecat Que guapo te ves yaguito! Así tengo a la chiri 🤣🤣🤣🤣 https://t.co/b28VHPjwm7,0,0,0
809,@Sofie_JMACS Mi bella sobrina tan inteligente! Estás igual que chiri robándose el pan jajajaja,0,0,0
810,@Sofie_JMACS @teueur2 Si mi sobris bella! Vayan a comer y descansen que no todo es trabajo! Muchos besukis de la chiri y míos 😘😘😘😘,0,0,0
811,"Que tráfico, la chiri me está esperando 😩",0,0,0
812,"@YardaLovve Feliz cumpleaños a mi yardis hermosa!! Te queremos mucho corazón, la chiri y yo 😘😘😘 https://t.co/51oPocMJC3",0,0,0
813,@chiri_Retratos @CarmeBarcelo Y futuro balón de oro,0,0,0
814,Me dan ganas de llorar ver a la chiri triste 😭,0,0,0
815,"@JuniorCorgi Buenos días mi juncito bello! Aquí la chiri todavía no se levanta a trabajar, dice que la hicieron guapa y todo y millonaria según ella 🤭🤭🤭 https://t.co/f1WQnQZVJE",0,0,0
816,@Samanthapazzi Te extraño mi chiri;(,0,0,0
817,#ZamtastiKorno buenos días gerencio y Zam. Pensé que hoy sería un #kornoGoya seguro que no hiciste un Gonzalo y se te pasaron las cucharadas? Saludos al amo del chirizo que debe esta muy contento.,0,0,0
818,@lanata__ Chirizo,0,0,0
819,@AniArteSa Puntito chismoso: *,0,0,0
820,"@RogeMR No seas chismoso, si no te recuerda twitter tu ni en cuenta",0,0,0
821,@vendehumo_1 @TheBigLudwig Pruebas? Si no eres un maldito chismoso criminal y corrupto que tus ídolos del prian.,0,1,1
822,"@DanielJc27 Si te gustó, chismoso 😏",0,0,0
823,"El chismoso de la semana &gt;&gt;&gt; NEOLIBERAL EXTRANJERO RATERO &gt; @mario_dico50 HDP, GENTE NO GRATA A CHINGAR SU MADRE DE MEXICO. @SenadoresdelPAN @senadomexicano https://t.co/QeovYGMZvQ",0,1,1
824,El labial rojo es muy chismoso,0,0,0
825,Uno es chismoso y con los cabareteando uno se emociona JAJAJA @franco_esca chingon,0,0,0
826,"@laoctavasports ¿Y esto, por qué resultaría relevante? Es pregunta seria. Valdría la pena que ventilaran cuanto gana @medranoazteca, ¿no? A ver si deja de andar de chismoso. 😂😂😂",0,0,0
827,"Mi yo chismoso necesita saber ya
#UnidosParaCrecer https://t.co/UJ2nu71Zvz",0,0,0
828,"@belindapop Oye Belita
Tu sabes porqué se pelio Juanga y Rocío Dúrcal?
Hace muchos años
Es muy importante saber
Sabes sólo por chismoso que soy.",0,0,0
829,"El hombre perverso levanta contienda, Y el chismoso aparta a los mejores amigos.
Pr. 16:28 RVR1960
https://t.co/bkBP7w3HfW https://t.co/9XvAVYbO6S",0,0,0
830,@EdwinTrujillo_ Chismoso jajajJ 🤣❤️❤️🫣,0,0,0
831,"@Hans2412 No es mentira pero se exagera, ¿no es así Hans?",0,0,0
832,"@RojoyBlanco1906 @Chiva_Cule @zullyled Todo mundo lo asumió, lo que si fue cierto fue que su salida del club fue muy abrupta y pues por haber perdido la titularidad con TOÑO RODRÍGUEZ 🤦🏻‍♂️,ya años después cuando se necesitaba un portero de experiencia por la urgencia de los puntos en el 2015 se la arrebató y no la soltó",0,0,0
833,@Una_Chiva_Loca Aquí te espero!,0,0,0
834,@r9carloss entonces la leagues cup vale mas jajajaj cuando han visto que un aguila le diga a un chiva ''yo tengo 7 concas y tu 2'' jajajaja no se engañen 10/12/17,0,0,0
835,@Chiva_Cule Te acompaño en tu mojason.,0,0,0
836,"@Chiva_Cule @RojoyBlanco1906 @zullyled Eso entre otras cosas englobaba ""cabeza fría"" (puede aplicar para las 2 😅)",0,0,0
837,"@playdoitmexico @ClubNecaxa Si soy chiva y de GDL puedo ir?👀

Será mi cumpleaños ese día...🙄",0,0,0
838,@Campechame42 Jajajajaja debe ser uno que es un reporfan chiva y dice puras tonterías,0,0,0
839,@Pikacheems1 @MauNieto La chiva loca tiene declaraciones al respecto https://t.co/0jdXN39Cdc,0,0,0
840,"@esteban1972 Ah que chiva así, más competitivo.",0,0,0
841,@Una_Chiva_Loca pinches bajas! 🤪,1,0,0
842,"-Le robó diero a un chino
-Es conocido en el mundo del narco como ""Chiva Loca""
-Recibió  apoyo de un huachicolero y narco para su campaña para senador
-El y #Borolas dejaron sin sustento a mas de 40 mil familias

Ahora pretenda ser gobernador

Así @JLozanoA el #SacoDePus",0,0,0
